From,To,Date,Subject
Ada.Campo-Corrente@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/7/2014 17:02,RE: Planning for staff picnic
Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/7/2014 17:08,RE: GT-SeismicProcessorPro Bug Report
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/7/2014 17:09,RE: GT-SeismicProcessorPro Bug Report
Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/2014 17:19,RE: Can someone cover for me next week?
Elsa.Orilla@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,1/7/2014 17:22,RE: Money for coffee fund
Stenig.Fusil@gastech.com.kronos,"Kanon.Herrero@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Isia.Vann@gastech.com.kronos",1/7/2014 17:22,RE: Resolution of incident
Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/2014 17:23,RE: GT-SeismicProcessorPro Bug Report
Linda.Lagos@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/2014 17:26,RE: Catering?!?
Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/2014 17:28,RE: Can someone cover for me next week?
Lucas.Alcazar@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos",1/7/2014 17:28,RE: GT-SeismicProcessorPro Bug Report
Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/2014 17:33,RE: Catering?!?
Edvard.Vann@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,1/7/2014 17:34,RE: Money for coffee fund
Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/2014 17:41,RE: GT-SeismicProcessorPro Bug Report
Albina.Hafon@gastech.com.kronos,"Henk.Mies@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",1/7/2014 17:42,RE: List of repairs needed
Elsa.Orilla@gastech.com.kronos,Edvard.Vann@gastech.com.kronos,1/7/2014 17:57,RE: Money for coffee fund
Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Isak.Baza@gastech.com.kronos",1/7/2014 18:07,RE: GT-SeismicProcessorPro Bug Report
Benito.Hawelon@gastech.com.kronos,"Dante.Coginian@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",1/7/2014 18:11,RE: Be Careful!
Dylan.Scozzese@gastech.com.kronos,"Claudio.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/7/2014 18:31,RE: Caution downtown
Henk.Mies@gastech.com.kronos,"Cecilia.Morluniau@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",1/7/2014 18:53,RE: Be Careful!
Valeria.Morlun@gastech.com.kronos,"Claudio.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/7/2014 18:58,RE: Caution downtown
Edvard.Vann@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,1/7/2014 18:59,RE: Money for coffee fund
Valeria.Morlun@gastech.com.kronos,"Claudio.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos",1/7/2014 19:14,RE: Caution downtown
Rachel.Pantanal@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/2014 20:17,RE: Too funy - you have to see this...
Orhan.Strum@gastech.com.kronos,"Orhan.Strum@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",1/8/2014 8:23,Impact of Kronos politics on upcoming rollout
Kanon.Herrero@gastech.com.kronos,Irene.Nant@gastech.com.kronos,1/8/2014 8:25,No hurry
Sven.Flecha@gastech.com.kronos,"Sven.Flecha@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/8/2014 8:49,Staff still leaving computers unlocked when they leave at the day
Linda.Lagos@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/8/2014 9:00,Babysitting recommendations
Bertrand.Ovan@gastech.com.kronos,"Adan.Morlun@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",1/8/2014 9:17,Union meeting
Sten.Sanjorge Jr.@gastech.com.tethys,"Orhan.Strum@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",1/8/2014 9:19,RE: Impact of Kronos politics on upcoming rollout
Felix.Balas@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos",1/8/2014 9:39,Downhole prediction 2522-00 - updated
Orhan.Strum@gastech.com.kronos,"Orhan.Strum@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",1/8/2014 9:42,RE: Impact of Kronos politics on upcoming rollout
Benito.Hawelon@gastech.com.kronos,Elsa.Orilla@gastech.com.kronos,1/8/2014 9:43,Who�s tracking the office pool
Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/8/2014 9:48,Anyone have a spare monitor?
Linnea.Bergen@gastech.com.kronos,Axel.Calzas@gastech.com.kronos,1/8/2014 9:53,Supplies
Ada.Campo-Corrente@gastech.com.kronos,"Orhan.Strum@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.tethys, Ada.Campo-Corrente@gastech.com.kronos",1/8/2014 9:54,RE: Impact of Kronos politics on upcoming rollout
Mat.Bramar@gastech.com.kronos,"Rachel.Pantanal@gastech.com.kronos, Lars.Azada@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Gustav.Cazar@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Ingrid.Barranco@gastech.com.kronos, Ada.Campo-Corrente@gastech.com.kronos, Sten.Sanjorge Jr.@gastech.com.kronos, Orhan.Strum@gastech.com.kronos, Willem.Vasco-Pais@gastech.com.kronos, Bertrand.Ovan@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Valeria.Morlun@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Linnea.Bergen@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Hideki.Cocinaro@gastech.com.kronos, Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Stenig.Fusil@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Kanon.Herrero@gastech.com.kronos, Varja.Lagos@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Felix.Resumir@gastech.com.kronos, Edvard.Vann@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Mat.Bramar@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Anda.Ribera@gastech.com.kronos",1/8/2014 10:12,Paid holiday reminders
